graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,239,1452,0,True,False,False
0,239,604,0,True,False,False
0,604,239,0,True,False,False
0,1465,823,0,True,False,False
0,823,1465,0,True,False,False
0,1481,823,0,True,False,False
0,823,1481,0,True,False,False
0,81,823,0,True,False,False
0,823,81,0,True,False,False
0,823,414,0,True,False,False
0,414,823,0,True,False,False
0,1171,102,0,True,False,False
0,102,1171,0,True,False,False
0,1481,102,0,True,False,False
0,102,1481,0,True,False,False
0,102,128,0,True,False,False
0,128,102,0,True,False,False
0,330,102,0,True,False,False
0,102,330,0,True,False,False
0,1123,102,0,True,False,False
0,102,1123,0,True,False,False
0,1256,220,0,True,False,False
0,220,1256,0,True,False,False
0,814,220,0,True,False,False
0,220,814,0,True,False,False
0,170,220,0,True,False,False
0,220,170,0,True,False,False
0,220,207,0,True,False,False
0,207,220,0,True,False,False
0,308,88,0,True,False,False
0,88,308,0,True,False,False
0,69,88,0,True,False,False
0,88,69,0,True,False,False
0,470,88,0,True,False,False
0,88,470,0,True,False,False
0,88,550,0,True,False,False
0,550,88,0,True,False,False
0,417,397,0,True,False,False
0,397,417,0,True,False,False
0,660,397,0,True,False,False
0,397,660,0,True,False,False
0,1576,397,0,True,False,False
0,397,1576,0,True,False,False
0,397,1574,0,True,False,False
0,1574,397,0,True,False,False
0,786,545,0,True,False,False
0,545,786,0,True,False,False
0,308,786,0,True,False,False
0,786,308,0,True,False,False
0,429,786,0,True,False,False
0,786,429,0,True,False,False
0,25,786,0,True,False,False
0,786,25,0,True,False,False
0,786,743,0,True,False,False
0,743,786,0,True,False,False
0,53,1340,0,True,False,False
0,1340,53,0,True,False,False
0,334,1340,0,True,False,False
0,1340,334,0,True,False,False
0,1340,92,0,True,False,False
0,92,1340,0,True,False,False
0,438,1573,0,True,False,False
0,1573,438,0,True,False,False
0,917,1573,0,True,False,False
0,1573,917,0,True,False,False
0,1573,1063,0,True,False,False
0,1063,1573,0,True,False,False
0,150,1573,0,True,False,False
0,1573,150,0,True,False,False
0,1250,1050,0,True,False,False
0,1050,1250,0,True,False,False
0,1170,1250,0,True,False,False
0,1250,1170,0,True,False,False
0,1250,1462,0,True,False,False
0,1462,1250,0,True,False,False
0,814,1250,0,True,False,False
0,1250,814,0,True,False,False
0,1548,326,0,True,False,False
0,326,1548,0,True,False,False
0,60,326,0,True,False,False
0,326,60,0,True,False,False
0,1506,326,0,True,False,False
0,326,1506,0,True,False,False
0,326,1516,0,True,False,False
0,1516,326,0,True,False,False
0,241,1328,0,True,False,False
0,1328,241,0,True,False,False
0,865,1328,0,True,False,False
0,1328,865,0,True,False,False
0,1597,1328,0,True,False,False
0,1328,1597,0,True,False,False
0,1328,409,0,True,False,False
0,409,1328,0,True,False,False
0,1147,1328,0,True,False,False
0,1328,1147,0,True,False,False
0,1513,1237,0,True,False,False
0,1237,1513,0,True,False,False
0,53,1513,0,True,False,False
0,1513,53,0,True,False,False
0,38,1513,0,True,False,False
0,1513,38,0,True,False,False
0,30,1513,0,True,False,False
0,1513,30,0,True,False,False
0,470,726,0,True,False,False
0,726,470,0,True,False,False
0,272,470,0,True,False,False
0,470,272,0,True,False,False
0,949,470,0,True,False,False
0,470,949,0,True,False,False
0,743,1316,0,True,False,False
0,1316,743,0,True,False,False
0,657,743,0,True,False,False
0,743,657,0,True,False,False
0,25,743,0,True,False,False
0,743,25,0,True,False,False
0,150,743,0,True,False,False
0,743,150,0,True,False,False
0,1576,1000,0,True,False,False
0,1000,1576,0,True,False,False
0,223,1576,0,True,False,False
0,1576,223,0,True,False,False
0,420,1576,0,True,False,False
0,1576,420,0,True,False,False
0,195,1518,0,True,False,False
0,1518,195,0,True,False,False
0,1518,1052,0,True,False,False
0,1052,1518,0,True,False,False
0,776,1518,0,True,False,False
0,1518,776,0,True,False,False
0,1518,1160,0,True,False,False
0,1160,1518,0,True,False,False
0,150,1518,0,True,False,False
0,1518,150,0,True,False,False
0,1305,652,0,True,False,False
0,652,1305,0,True,False,False
0,652,1069,0,True,False,False
0,1069,652,0,True,False,False
0,337,652,0,True,False,False
0,652,337,0,True,False,False
0,279,125,0,True,False,False
0,125,279,0,True,False,False
0,931,125,0,True,False,False
0,125,931,0,True,False,False
0,704,125,0,True,False,False
0,125,704,0,True,False,False
0,125,276,0,True,False,False
0,276,125,0,True,False,False
0,988,914,0,True,False,False
0,914,988,0,True,False,False
0,1586,988,0,True,False,False
0,988,1586,0,True,False,False
0,223,988,0,True,False,False
0,988,223,0,True,False,False
0,116,1356,0,True,False,False
0,1356,116,0,True,False,False
0,279,1356,0,True,False,False
0,1356,279,0,True,False,False
0,1356,1449,0,True,False,False
0,1449,1356,0,True,False,False
0,279,1362,0,True,False,False
0,1362,279,0,True,False,False
0,1362,648,0,True,False,False
0,648,1362,0,True,False,False
0,210,1362,0,True,False,False
0,1362,210,0,True,False,False
0,1376,1362,0,True,False,False
0,1362,1376,0,True,False,False
0,898,144,0,True,False,False
0,144,898,0,True,False,False
0,411,144,0,True,False,False
0,144,411,0,True,False,False
0,638,144,0,True,False,False
0,144,638,0,True,False,False
0,817,144,0,True,False,False
0,144,817,0,True,False,False
0,638,28,0,True,False,False
0,28,638,0,True,False,False
0,1508,28,0,True,False,False
0,28,1508,0,True,False,False
0,53,1247,0,True,False,False
0,1247,53,0,True,False,False
0,1247,1604,0,True,False,False
0,1604,1247,0,True,False,False
0,1414,1247,0,True,False,False
0,1247,1414,0,True,False,False
0,1247,626,0,True,False,False
0,626,1247,0,True,False,False
0,6,1247,0,True,False,False
0,1247,6,0,True,False,False
0,272,1604,0,True,False,False
0,1604,272,0,True,False,False
0,461,1604,0,True,False,False
0,1604,461,0,True,False,False
0,1604,767,0,True,False,False
0,767,1604,0,True,False,False
0,6,1604,0,True,False,False
0,1604,6,0,True,False,False
